Dato,Retning,Hul,Liter,Maskine,Højde,Bemærkning,Person,Cleanup,Brush
15/08/2023,,13,10,,,,,,
15/08/2023,,14,9,,,,,,
15/08/2023,,15,10,,,,,,
15/08/2023,,16,9,,,,,,
15/08/2023,,17,9,,,,,,
15/08/2023,,18,9,,,,,,
15/08/2023,,19,14,,,,,,
15/08/2023,,20,2,,,,,,
17/08/2023,,1,6,,,,,,
17/08/2023,,2,5,,,,,,
17/08/2023,,3,8,,,,,,
17/08/2023,,4,8,,,,,,
17/08/2023,,5,5,,,,,,
17/08/2023,,6,13,,,,,,
17/08/2023,,7,8,,,,,,
17/08/2023,,8,7,,,,,,
17/08/2023,,9,12,,,,,,
17/08/2023,,10,7,,,,,,
17/08/2023,,11,5,,,,,,
17/08/2023,,12,8,,,,,,
17/08/2023,,13,7,,,,,,
17/08/2023,,14,7,,,,,,
17/08/2023,,15,7,,,,,,
17/08/2023,,16,6,,,,,,
17/08/2023,,17,6,,,,,,
17/08/2023,,18,9,,,,,,
17/08/2023,,19,8,,,,,,
17/08/2023,,20,1,,,,,,
18/08/2023,Venstre-Højre:Med uret,1,"13,5",,,,,,
18/08/2023,Venstre-Højre:Med uret,2,14,,,,,,
18/08/2023,Venstre-Højre:Med uret,3,15,,,,,,
18/08/2023,Venstre-Højre:Med uret,4,20,,,,,,
18/08/2023,Venstre-Højre:Med uret,5,17,,,,,,
18/08/2023,Venstre-Højre:Med uret,6,20,,,,,,
18/08/2023,Venstre-Højre:Med uret,7,17,,,,,,
18/08/2023,Venstre-Højre:Med uret,8,14,,,,,,
18/08/2023,Venstre-Højre:Med uret,9,14,,,,,,
18/08/2023,Venstre-Højre:Med uret,10,20,,,,,,
18/08/2023,Venstre-Højre:Med uret,11,12,,,,,,
18/08/2023,Venstre-Højre:Med uret,12,23,,,,,,
18/08/2023,Venstre-Højre:Med uret,13,18,,,,,,
18/08/2023,Venstre-Højre:Med uret,14,17,,,,,,
18/08/2023,Venstre-Højre:Med uret,15,18,,,,,,
18/08/2023,Venstre-Højre:Med uret,16,12,,,,,,
18/08/2023,Venstre-Højre:Med uret,17,14,,,,,,
18/08/2023,Venstre-Højre:Med uret,18,13,,,,,,
18/08/2023,Venstre-Højre:Med uret,19,21,,,,,,
18/08/2023,Venstre-Højre:Med uret,20,6,,,,,,
19/08/2023,,1,5,,,,,No,
19/08/2023,,2,6,,,,,No,
19/08/2023,,3,7,,,,,No,
19/08/2023,,4,9,,,,,No,
19/08/2023,,5,5,,,,,No,
19/08/2023,,6,8,,,,,No,
19/08/2023,,7,7,,,,,No,
19/08/2023,,8,6,,,,,No,
19/08/2023,,9,6,,,,,No,
19/08/2023,,10,7,,,,,No,
19/08/2023,,11,4,,,,,No,
19/08/2023,,12,10,,,,,No,
19/08/2023,,13,7,,,,,No,
19/08/2023,,14,8,,,,,No,
19/08/2023,,15,8,,,,,No,
19/08/2023,,16,6,,,,,No,
19/08/2023,,17,6,,,,,No,
19/08/2023,,18,6,,,,,No,
19/08/2023,,19,10,,,,,No,
19/08/2023,,20,3,,,,,No,
20/08/2023,,1,9,,,,,,
20/08/2023,,2,10,,,,,,
20/08/2023,,3,11,,,,,,
20/08/2023,,4,16,,,,,,
20/08/2023,,5,11,,,,,,
20/08/2023,,6,15,,,,,,
20/08/2023,,7,12,,,,,,
20/08/2023,,8,9,,,,,,
20/08/2023,,9,10,,,,,,
20/08/2023,,10,11,,,,,,
20/08/2023,,11,9,,,,,,
20/08/2023,,12,13,,,,,,
20/08/2023,,13,10,,,,,,
20/08/2023,,14,11,,,,,,
20/08/2023,,15,11,,,,,,
20/08/2023,,16,9,,,,,,
20/08/2023,,17,11,,,,,,
20/08/2023,,18,9,,,,,,
20/08/2023,,19,12,,,,,,
20/08/2023,,20,4,,,,,,
23/08/2023,,1,6,,,,,,
23/08/2023,,2,6,,,,,,
23/08/2023,,3,10,,,,,,
23/08/2023,,4,11,,,,,,
23/08/2023,,5,7,,,,,,
23/08/2023,,6,12,,,,,,
23/08/2023,,7,7,,,,,,
23/08/2023,,8,8,,,,,,
23/08/2023,,9,8,,,,,,
23/08/2023,,10,6,,,,,,
23/08/2023,,11,5,,,,,,
23/08/2023,,12,12,,,,,,
23/08/2023,,13,9,,,,,,
23/08/2023,,14,9,,,,,,
23/08/2023,,15,10,,,,,,
23/08/2023,,16,7,,,,,,
23/08/2023,,17,12,,,,,,
23/08/2023,,18,5,,,,,,
23/08/2023,,19,9,,,,,,
23/08/2023,,20,1,,,,,,
24/08/2023,,1,9,,,,,,
24/08/2023,,2,12,,,,,,
24/08/2023,,3,12,,,,,,
24/08/2023,,4,12,,,,,,
24/08/2023,,5,10,,,,,,
24/08/2023,,6,11,,,,,,
24/08/2023,,7,10,,,,,,
24/08/2023,,8,10,,,,,,
24/08/2023,,9,9,,,,,,
24/08/2023,,10,8,,,,,,
24/08/2023,,11,9,,,,,,
24/08/2023,,12,12,,,,,,
24/08/2023,,13,12,,,,,,
24/08/2023,,14,10,,,,,,
24/08/2023,,15,12,,,,,,
24/08/2023,,16,10,,,,,,
24/08/2023,,17,12,,,,,,
24/08/2023,,18,10,,,,,,
24/08/2023,,19,12,,,,,,
24/08/2023,,20,3,,,,,,
27/08/2023,,1,11,,,,,,
27/08/2023,,2,12,,,,,,
27/08/2023,,3,10,,,,,,
27/08/2023,,4,12,,,,,,
27/08/2023,,5,10,,,,,,
27/08/2023,,6,13,,,,,,
27/08/2023,,7,12,,,,,,
27/08/2023,,8,10,,,,,,
27/08/2023,,9,10,,,,,,
27/08/2023,,10,13,,,,,,
27/08/2023,,11,10,,,,,,
27/08/2023,,12,14,,,,,,
27/08/2023,,13,12,,,,,,
27/08/2023,,14,10,,,,,,
27/08/2023,,15,14,,,,,,
27/08/2023,,16,12,,,,,,
27/08/2023,,17,12,,,,,,
27/08/2023,,18,10,,,,,,
27/08/2023,,19,12,,,,,,
27/08/2023,,20,,,,,,,
31/08/2023,,1,7,,,,,,
31/08/2023,,2,9,,,,,,
31/08/2023,,3,9,,,,,,
31/08/2023,,4,10,,,,,,
31/08/2023,,5,7,,,,,,
31/08/2023,,6,13,,,,,,
31/08/2023,,7,11,,,,,,
31/08/2023,,8,8,,,,,,
31/08/2023,,9,8,,,,,,
31/08/2023,,10,9,,,,,,
31/08/2023,,11,7,,,,,,
31/08/2023,,12,13,,,,,,
31/08/2023,,13,10,,,,,,
31/08/2023,,14,13,,,,,,
31/08/2023,,15,11,,,,,,
31/08/2023,,16,11,,,,,,
31/08/2023,,17,11,,,,,,
31/08/2023,,18,6,,,,,,
31/08/2023,,19,,,,,,,
31/08/2023,,20,"0,5",,,,,,
02/09/2023,,1,20,,,,,,
02/09/2023,,2,21,,,,,,
02/09/2023,,3,25,,,,,,
02/09/2023,,4,29,,,,,,
02/09/2023,,5,20,,,,,,
02/09/2023,,6,29,,,,,,
02/09/2023,,7,25,,,,,,
02/09/2023,,8,21,,,,,,
02/09/2023,,9,21,,,,,,
02/09/2023,,10,24,,,,,,
02/09/2023,,11,19,,,,,,
02/09/2023,,12,32,,,,,,
02/09/2023,,13,24,,,,,,
02/09/2023,,14,25,,,,,,
02/09/2023,,15,26,,,,,,
02/09/2023,,16,26,,,,,,
02/09/2023,,17,27,,,,,,
02/09/2023,,18,15,,,,,,
02/09/2023,,19,,,,,,,
02/09/2023,,20,5,,,,,,
03/09/2023,,1,10,,,,,,
03/09/2023,,2,10,,,,,,
03/09/2023,,3,11,,,,,,
03/09/2023,,4,15,,,,,,
03/09/2023,,5,11,,,,,,
03/09/2023,,6,15,,,,,,
03/09/2023,,7,15,,,,,,
03/09/2023,,8,11,,,,,,
03/09/2023,,9,11,,,,,,
03/09/2023,,10,12,,,,,,
03/09/2023,,11,9,,,,,,
03/09/2023,,12,15,,,,,,
03/09/2023,,13,13,,,,,,
03/09/2023,,14,13,,,,,,
03/09/2023,,15,13,,,,,,
03/09/2023,,16,11,,,,,,
03/09/2023,,17,13,,,,,,
03/09/2023,,18,11,,,,,,
03/09/2023,,19,,,,,,,
03/09/2023,,20,4,,,,,,
04/09/2023,,1,6,,,,,,
04/09/2023,,2,6,,,,,,
04/09/2023,,3,7,,,,,,
04/09/2023,,4,8,,,,,,
04/09/2023,,5,6,,,,,,
04/09/2023,,6,10,,,,,,
04/09/2023,,7,7,,,,,,
04/09/2023,,8,7,,,,,,
04/09/2023,,9,7,,,,,,
04/09/2023,,10,7,,,,,,
04/09/2023,,11,8,,,,,,
04/09/2023,,12,11,,,,,,
04/09/2023,,13,7,,,,,,
04/09/2023,,14,9,,,,,,
04/09/2023,,15,7,,,,,,
04/09/2023,,16,10,,,,,,
04/09/2023,,17,10,,,,,,
04/09/2023,,18,4,,,,,,
04/09/2023,,19,,,,,,,
04/09/2023,,20,1,,,,,,
05/09/2023,,1,12,,,,,,
05/09/2023,,2,16,,,,,,
05/09/2023,,3,"16,5",,,,,,
05/09/2023,,4,18,,,,,,
05/09/2023,,5,15,,,,,,
05/09/2023,,6,18,,,,,,
05/09/2023,,7,14,,,,,,
05/09/2023,,8,13,,,,,,
05/09/2023,,9,14,,,,,,
05/09/2023,,10,15,,,,,,
05/09/2023,,11,12,,,,,,
05/09/2023,,12,17,,,,,,
05/09/2023,,13,"12,5",,,,,,
05/09/2023,,14,"15,5",,,,,,
05/09/2023,,15,"14,5",,,,,,
05/09/2023,,16,15,,,,,,
05/09/2023,,17,"12,5",,,,,,
05/09/2023,,18,12,,,,,,
05/09/2023,,19,,,,,,,
05/09/2023,,20,4,,,,,,
07/09/2023,,1,16,,,,,,
07/09/2023,,2,20,,,,,,
07/09/2023,,3,24,,,,,,
07/09/2023,,4,28,,,,,,
07/09/2023,,5,18,,,,,,
07/09/2023,,6,22,,,,,,
07/09/2023,,7,25,,,,,,
07/09/2023,,8,20,,,,,,
07/09/2023,,9,21,,,,,,
07/09/2023,,10,17,,,,,,
07/09/2023,,11,18,,,,,,
07/09/2023,,12,21,,,,,,
07/09/2023,,13,21,,,,,,
07/09/2023,,14,21,,,,,,
07/09/2023,,15,18,,,,,,
07/09/2023,,16,12,,,,,,
07/09/2023,,17,14,,,,,,
07/09/2023,,18,17,,,,,,
07/09/2023,,19,,,,,,,
07/09/2023,,20,8,,,,,,
09/09/2023,,1,9,,,,Jonas,No,
09/09/2023,,2,10,,,,Jonas,No,
09/09/2023,,3,8,,,,Jonas,No,
09/09/2023,,4,13,,,,Jonas,No,
09/09/2023,,5,9,,,,Jonas,No,
09/09/2023,,6,14,,,,Jonas,No,
09/09/2023,,7,12,,,,Jonas,No,
09/09/2023,,8,9,,,,Jonas,No,
09/09/2023,,9,11,,,,Jonas,No,
09/09/2023,,10,9,,,,Jonas,No,
09/09/2023,,11,7,,,,Jonas,No,
09/09/2023,,12,12,,,,Jonas,No,
09/09/2023,,13,9,,,,Jonas,No,
09/09/2023,,14,9,,,,Jonas,No,
09/09/2023,,15,10,,,,Jonas,No,
09/09/2023,,16,10,,,,Jonas,No,
09/09/2023,,17,10,,,,Jonas,No,
09/09/2023,,18,8,,,,Jonas,No,
09/09/2023,,19,,,,,Jonas,No,
09/09/2023,,20,2,,,,Jonas,No,
10/09/2023,,1,6,,,,,,
10/09/2023,,2,8,,,,,,
10/09/2023,,3,10,,,,,,
10/09/2023,,4,14,,,,,,
10/09/2023,,5,8,,,,,,
10/09/2023,,6,11,,,,,,
10/09/2023,,7,9,,,,,,
10/09/2023,,8,7,,,,,,
10/09/2023,,9,7,,,,,,
10/09/2023,,10,8,,,,,,
10/09/2023,,11,9,,,,,,
10/09/2023,,12,12,,,,,,
10/09/2023,,13,8,,,,,,
10/09/2023,,14,8,,,,,,
10/09/2023,,15,9,,,,,,
10/09/2023,,16,8,,,,,,
10/09/2023,,17,7,,,,,,
10/09/2023,,18,6,,,,,,
10/09/2023,,19,,,,,,,
10/09/2023,,20,3,,,,,,
11/09/2023,,1,6,,,,Rene,No,
11/09/2023,,2,8,,,,Rene,No,
11/09/2023,,3,8,,,,Rene,No,
11/09/2023,,4,13,,,,Rene,No,
11/09/2023,,5,7,,,,Rene,No,
11/09/2023,,6,9,,,,Rene,No,
11/09/2023,,7,10,,,,Rene,No,
11/09/2023,,8,6,,,,Rene,No,
11/09/2023,,9,6,,,,Rene,No,
11/09/2023,,10,7,,,,Rene,No,
11/09/2023,,11,6,,,,Rene,No,
11/09/2023,,12,9,,,,Rene,No,
11/09/2023,,13,7,,,,Rene,No,
11/09/2023,,14,6,,,,Rene,No,
11/09/2023,,15,8,,,,Rene,No,
11/09/2023,,16,6,,,,Rene,No,
11/09/2023,,17,6,,,,Rene,No,
11/09/2023,,18,5,,,,Rene,No,
11/09/2023,,19,,,,,Rene,No,
11/09/2023,,20,2,,,,Rene,No,
13/09/2023,,1,8,,"3,6",,,,
13/09/2023,,2,11,,"3,6",,,,
13/09/2023,,3,"11,5",,"3,6",,,,
13/09/2023,,4,17,,"3,6",,,,
13/09/2023,,5,10,,"3,6",,,,
13/09/2023,,6,"14,5",,"3,6",,,,
13/09/2023,,7,"12,5",,"3,6",,,,
13/09/2023,,8,"8,5",,"3,6",,,,
13/09/2023,,9,10,,"3,6",,,,
13/09/2023,,10,10,,"3,6",,,,
13/09/2023,,11,11,,"3,6",,,,
13/09/2023,,12,12,,"3,6",,,,
13/09/2023,,13,"8,5",,"3,6",,,,
13/09/2023,,14,11,,"3,6",,,,
13/09/2023,,15,9,,"3,6",,,,
13/09/2023,,16,10,,"3,6",,,,
13/09/2023,,17,11,,"3,6",,,,
13/09/2023,,18,7,,"3,6",,,,
13/09/2023,,19,,,"3,6",,,,
13/09/2023,,20,"1,5",,"3,6",,,,
21/09/2023,,1,15,,,,SWE,Yes,Yes
21/09/2023,,2,12,,,,SWE,Yes,Yes
21/09/2023,,3,14,,,,SWE,Yes,Yes
21/09/2023,,4,23,,,,SWE,Yes,Yes
21/09/2023,,5,14,,,,SWE,Yes,Yes
21/09/2023,,6,18,,,,SWE,Yes,Yes
21/09/2023,,7,14,,,,SWE,Yes,Yes
21/09/2023,,8,12,,,,SWE,Yes,Yes
21/09/2023,,9,15,,,,SWE,Yes,Yes
21/09/2023,,10,13,,,,SWE,Yes,Yes
21/09/2023,,11,11,,,,SWE,Yes,Yes
21/09/2023,,12,16,,,,SWE,Yes,Yes
21/09/2023,,13,10,,,,SWE,Yes,Yes
21/09/2023,,14,13,,,,SWE,Yes,Yes
21/09/2023,,15,12,,,,SWE,Yes,Yes
21/09/2023,,16,12,,,,SWE,Yes,Yes
21/09/2023,,17,12,,,,SWE,Yes,Yes
21/09/2023,,18,11,,,,SWE,Yes,Yes
21/09/2023,,19,42,,,,SWE,Yes,Yes
21/09/2023,,20,,,,,SWE,Yes,Yes
22/09/2023,,1,9,,,,,No,No
22/09/2023,,2,9,,,,,No,No
22/09/2023,,3,10,,,,,No,No
22/09/2023,,4,8,,,,,No,No
22/09/2023,,5,8,,,,,No,No
22/09/2023,,6,7,,,,,No,No
22/09/2023,,7,9,,,,,No,No
22/09/2023,,8,8,,,,,No,No
22/09/2023,,9,9,,,,,No,No
22/09/2023,,10,8,,,,,No,No
22/09/2023,,11,8,,,,,No,No
22/09/2023,,12,9,,,,,No,No
22/09/2023,,13,7,,,,,No,No
22/09/2023,,14,9,,,,,No,No
22/09/2023,,15,10,,,,,No,No
22/09/2023,,16,9,,,,,No,No
22/09/2023,,17,10,,,,,No,No
22/09/2023,,18,8,,,,,No,No
22/09/2023,,19,8,,,,,No,No
22/09/2023,,20,,,,,,No,No
26/09/2023,,1,8,,,,,,
26/09/2023,,2,6,,,,,,
26/09/2023,,3,7,,,,,,
26/09/2023,,4,7,,,,,,
26/09/2023,,5,6,,,,,,
26/09/2023,,6,7,,,,,,
26/09/2023,,7,8,,,,,,
26/09/2023,,8,6,,,,,,
26/09/2023,,9,7,,,,,,
26/09/2023,,10,8,,,,,,
26/09/2023,,11,6,,,,,,
26/09/2023,,12,7,,,,,,
26/09/2023,,13,6,,,,,,
26/09/2023,,14,7,,,,,,
26/09/2023,,15,8,,,,,,
26/09/2023,,16,6,,,,,,
26/09/2023,,17,7,,,,,,
26/09/2023,,18,6,,,,,,
26/09/2023,,19,7,,,,,,
26/09/2023,,20,,,,,,,
30/09/2023,,1,18,,,,Rene,Yes,No
30/09/2023,,2,17,,,,Rene,Yes,No
30/09/2023,,3,21,,,,Rene,Yes,No
30/09/2023,,4,26,,,,Rene,Yes,No
30/09/2023,,5,19,,,,Rene,Yes,No
30/09/2023,,6,24,,,,Rene,Yes,No
30/09/2023,,7,19,,,,Rene,Yes,No
30/09/2023,,8,1,,,,Rene,Yes,No
30/09/2023,,9,18,,,,Rene,Yes,No
30/09/2023,,10,18,,,,Rene,Yes,No
30/09/2023,,11,17,,,,Rene,Yes,No
30/09/2023,,12,22,,,,Rene,Yes,No
30/09/2023,,13,19,,,,Rene,Yes,No
30/09/2023,,14,20,,,,Rene,Yes,No
30/09/2023,,15,21,,,,Rene,Yes,No
30/09/2023,,16,20,,,,Rene,Yes,No
30/09/2023,,17,22,,,,Rene,Yes,No
30/09/2023,,18,16,,,,Rene,Yes,No
30/09/2023,,19,32,,,,Rene,Yes,No
30/09/2023,,20,,,,,Rene,Yes,No
02/10/2023,,1,17,,,,,Yes,No
02/10/2023,,2,17,,,,,Yes,No
02/10/2023,,3,18,,,,,Yes,No
02/10/2023,,4,17,,,,,Yes,No
02/10/2023,,5,18,,,,,Yes,No
02/10/2023,,6,16,,,,,Yes,No
02/10/2023,,7,,,,,,Yes,No
02/10/2023,,8,18,,,,,Yes,No
02/10/2023,,9,16,,,,,Yes,No
02/10/2023,,10,,,,,,Yes,No
02/10/2023,,11,16,,,,,Yes,No
02/10/2023,,12,18,,,,,Yes,No
02/10/2023,,13,17,,,,,Yes,No
02/10/2023,,14,16,,,,,Yes,No
02/10/2023,,15,18,,,,,Yes,No
02/10/2023,,16,17,,,,,Yes,No
02/10/2023,,17,18,,,,,Yes,No
02/10/2023,,18,16,,,,,Yes,No
02/10/2023,,19,21,,,,,Yes,No
02/10/2023,,20,,,,,,Yes,No
08/10/2023,,1,10,,,,Rene,Yes,No
08/10/2023,,2,10,,,,Rene,Yes,No
08/10/2023,,3,24,,,,Rene,Yes,No
08/10/2023,,4,18,,,,Rene,Yes,No
08/10/2023,,5,11,,,,Rene,Yes,No
08/10/2023,,6,19,,,,Rene,Yes,No
08/10/2023,,7,13,,,,Rene,Yes,No
08/10/2023,,8,11,,,,Rene,Yes,No
08/10/2023,,9,11,,,,Rene,Yes,No
08/10/2023,,10,15,,,,Rene,Yes,No
08/10/2023,,11,11,,,,Rene,Yes,No
08/10/2023,,12,17,,,,Rene,Yes,No
08/10/2023,,13,14,,,,Rene,Yes,No
08/10/2023,,14,12,,,,Rene,Yes,No
08/10/2023,,15,14,,,,Rene,Yes,No
08/10/2023,,16,14,,,,Rene,Yes,No
08/10/2023,,17,15,,,,Rene,Yes,No
08/10/2023,,18,11,,,,Rene,Yes,No
08/10/2023,,19,26,,,,Rene,Yes,No
08/10/2023,,20,,,,,Rene,Yes,No
28/04/2024,,1,4,,,,Rasmus,Yes,Yes
28/04/2024,,2,6,,,,Rasmus,Yes,Yes
28/04/2024,,3,6,,,,Rasmus,Yes,Yes
28/04/2024,,4,6,,,,Rasmus,Yes,Yes
28/04/2024,,5,5,,,,Rasmus,Yes,Yes
28/04/2024,,6,5,,,,Rasmus,Yes,Yes
28/04/2024,,7,8,,,,Rasmus,Yes,Yes
28/04/2024,,8,4,,,,Rasmus,Yes,Yes
28/04/2024,,9,6,,,,Rasmus,Yes,Yes
28/04/2024,,10,6,,,,Rasmus,Yes,Yes
28/04/2024,,11,6,,,,Rasmus,Yes,Yes
28/04/2024,,12,6,,,,Rasmus,Yes,Yes
28/04/2024,,13,8,,,,Rasmus,Yes,Yes
28/04/2024,,14,8,,,,Rasmus,Yes,Yes
28/04/2024,,15,8,,,,Rasmus,Yes,Yes
28/04/2024,,16,6,,,,Rasmus,Yes,Yes
28/04/2024,,17,5,,,,Rasmus,Yes,Yes
28/04/2024,,18,4,,,,Rasmus,Yes,Yes
28/04/2024,,19,11,,,,Rasmus,Yes,Yes
28/04/2024,,20,1,,,,Rasmus,Yes,Yes
28/04/2024,,1,"5,5",,,,Bast,Yes,Yes
30/04/2024,,2,4,,,,Bast,Yes,Yes
30/04/2024,,3,"4,5",,,,Bast,Yes,Yes
30/04/2024,,4,10,,,,Bast,Yes,Yes
30/04/2024,,5,7,,,,Bast,Yes,Yes
30/04/2024,,6,8,,,,Bast,Yes,Yes
30/04/2024,,7,9,,,,Bast,Yes,Yes
30/04/2024,,8,7,,,,Bast,Yes,Yes
30/04/2024,,9,"8,5",,,,Bast,Yes,Yes
30/04/2024,,10,9,,,,Bast,Yes,Yes
30/04/2024,,11,9,,,,Bast,Yes,Yes
30/04/2024,,12,8,,,,Bast,Yes,Yes
30/04/2024,,13,11,,,,Bast,Yes,Yes
30/04/2024,,14,13,,,,Bast,Yes,Yes
30/04/2024,,15,"10,5",,,,Bast,Yes,Yes
30/04/2024,,16,9,,,,Bast,Yes,Yes
30/04/2024,,17,7,,,,Bast,Yes,Yes
30/04/2024,,18,6,,,,Bast,Yes,Yes
30/04/2024,,19,10,,,,Bast,Yes,Yes
30/04/2024,,20,"2,5",,,,Bast,Yes,Yes
01/05/2024,,1,2,Triplex,,,Frederik,No,Yes
01/05/2024,,2,4,Triplex,,,Frederik,No,Yes
01/05/2024,,3,5,Triplex,,,Frederik,No,Yes
01/05/2024,,4,6,Triplex,,,Frederik,No,Yes
01/05/2024,,5,4,Triplex,,,Frederik,No,Yes
01/05/2024,,6,6,Triplex,,,Frederik,No,Yes
01/05/2024,,7,7,Triplex,,,Frederik,No,Yes
01/05/2024,,8,4,Triplex,,,Frederik,No,Yes
01/05/2024,,9,4,Triplex,,,Frederik,No,Yes
01/05/2024,,10,5,Triplex,,,Frederik,No,Yes
01/05/2024,,11,4,Triplex,,,Frederik,No,Yes
01/05/2024,,12,7,Triplex,,,Frederik,No,Yes
01/05/2024,,13,5,Triplex,,,Frederik,No,Yes
01/05/2024,,14,5,Triplex,,,Frederik,No,Yes
01/05/2024,,15,7,Triplex,,,Frederik,No,Yes
01/05/2024,,16,5,Triplex,,,Frederik,No,Yes
01/05/2024,,17,3,Triplex,,,Frederik,No,Yes
01/05/2024,,18,3,Triplex,,,Frederik,No,Yes
01/05/2024,,19,4,Triplex,,,Frederik,No,Yes
01/05/2024,,20,2,Triplex,,,Frederik,No,Yes
02/05/2024,,1,4,Triplex,,,Frederik,Yes,Yes
02/05/2024,,2,4,Triplex,,,Frederik,Yes,Yes
02/05/2024,,3,6,Triplex,,,Frederik,Yes,Yes
02/05/2024,,4,7,Triplex,,,Frederik,Yes,Yes
02/05/2024,,5,5,Triplex,,,Frederik,Yes,Yes
02/05/2024,,6,6,Triplex,,,Frederik,Yes,Yes
02/05/2024,,7,6,Triplex,,,Frederik,Yes,Yes
02/05/2024,,8,4,Triplex,,,Frederik,Yes,Yes
02/05/2024,,9,4,Triplex,,,Frederik,Yes,Yes
02/05/2024,,10,5,Triplex,,,Frederik,Yes,Yes
02/05/2024,,11,5,Triplex,,,Frederik,Yes,Yes
02/05/2024,,12,7,Triplex,,,Frederik,Yes,Yes
02/05/2024,,13,8,Triplex,,,Frederik,Yes,Yes
02/05/2024,,14,7,Triplex,,,Frederik,Yes,Yes
02/05/2024,,15,8,Triplex,,,Frederik,Yes,Yes
02/05/2024,,16,6,Triplex,,,Frederik,Yes,Yes
02/05/2024,,17,6,Triplex,,,Frederik,Yes,Yes
02/05/2024,,18,3,Triplex,,,Frederik,Yes,Yes
02/05/2024,,19,6,Triplex,,,Frederik,Yes,Yes
02/05/2024,,20,2,Triplex,,,Frederik,Yes,Yes
04/05/2024,,1,,Triplex,,,Adam,Yes,Yes
04/05/2024,,2,5,Triplex,,,Adam,Yes,Yes
04/05/2024,,3,5,Triplex,,,Adam,Yes,Yes
04/05/2024,,4,12,Triplex,,,Adam,Yes,Yes
04/05/2024,,5,5,Triplex,,,Adam,Yes,Yes
04/05/2024,,6,8,Triplex,,,Adam,Yes,Yes
04/05/2024,,7,8,Triplex,,,Adam,Yes,Yes
04/05/2024,,8,6,Triplex,,,Adam,Yes,Yes
04/05/2024,,9,6,Triplex,,,Adam,Yes,Yes
04/05/2024,,10,7,Triplex,,,Adam,Yes,Yes
04/05/2024,,11,7,Triplex,,,Adam,Yes,Yes
04/05/2024,,12,9,Triplex,,,Adam,Yes,Yes
04/05/2024,,13,10,Triplex,,,Adam,Yes,Yes
04/05/2024,,14,9,Triplex,,,Adam,Yes,Yes
04/05/2024,,15,9,Triplex,,,Adam,Yes,Yes
04/05/2024,,16,6,Triplex,,,Adam,Yes,Yes
04/05/2024,,17,4,Triplex,,,Adam,Yes,Yes
04/05/2024,,18,5,Triplex,,,Adam,Yes,Yes
04/05/2024,,19,9,Triplex,,,Adam,Yes,Yes
04/05/2024,,20,3,Triplex,,,Adam,Yes,Yes
05/05/2024,,1,,Triplex,,,Jonas,No,No
05/05/2024,,2,3,Triplex,,,Jonas,No,No
05/05/2024,,3,4,Triplex,,,Jonas,No,No
05/05/2024,,4,5,Triplex,,,Jonas,No,No
05/05/2024,,5,2,Triplex,,,Jonas,No,No
05/05/2024,,6,"3,5",Triplex,,,Jonas,No,No
05/05/2024,,7,"3,5",Triplex,,,Jonas,No,No
05/05/2024,,8,"1,5",Triplex,,,Jonas,No,No
05/05/2024,,9,3,Triplex,,,Jonas,No,No
05/05/2024,,10,4,Triplex,,,Jonas,No,No
05/05/2024,,11,3,Triplex,,,Jonas,No,No
05/05/2024,,12,4,Triplex,,,Jonas,No,No
05/05/2024,,13,"4,5",Triplex,,,Jonas,No,No
05/05/2024,,14,5,Triplex,,,Jonas,No,No
05/05/2024,,15,"4,5",Triplex,,,Jonas,No,No
05/05/2024,,16,3,Triplex,,,Jonas,No,No
05/05/2024,,17,3,Triplex,,,Jonas,No,No
05/05/2024,,18,2,Triplex,,,Jonas,No,No
05/05/2024,,19,3,Triplex,,,Jonas,No,No
05/05/2024,,20,"0,25",Triplex,,,Jonas,No,No
06/05/2024,,1,2,Triplex,,,Frederik,No,Yes
06/05/2024,,2,3,Triplex,,,Frederik,No,Yes
06/05/2024,,3,4,Triplex,,,Frederik,No,Yes
06/05/2024,,4,4,Triplex,,,Frederik,No,Yes
06/05/2024,,5,2,Triplex,,,Frederik,No,Yes
06/05/2024,,6,3,Triplex,,,Frederik,No,Yes
06/05/2024,,7,4,Triplex,,,Frederik,No,Yes
06/05/2024,,8,2,Triplex,,,Frederik,No,Yes
06/05/2024,,9,3,Triplex,,,Frederik,No,Yes
06/05/2024,,10,3,Triplex,,,Frederik,No,Yes
06/05/2024,,11,3,Triplex,,,Frederik,No,Yes
06/05/2024,,12,5,Triplex,,,Frederik,No,Yes
06/05/2024,,13,5,Triplex,,,Frederik,No,Yes
06/05/2024,,14,5,Triplex,,,Frederik,No,Yes
06/05/2024,,15,8,Triplex,,,Frederik,No,Yes
06/05/2024,,16,4,Triplex,,,Frederik,No,Yes
06/05/2024,,17,4,Triplex,,,Frederik,No,Yes
06/05/2024,,18,2,Triplex,,,Frederik,No,Yes
06/05/2024,,19,3,Triplex,,,Frederik,No,Yes
06/05/2024,,20,1,Triplex,,,Frederik,No,Yes
09/05/2024,,1,,Triplex,,,Max,Yes,No
09/05/2024,,2,5,Triplex,,,Max,Yes,No
09/05/2024,,3,6,Triplex,,,Max,Yes,No
09/05/2024,,4,8,Triplex,,,Max,Yes,No
09/05/2024,,5,5,Triplex,,,Max,Yes,No
09/05/2024,,6,6,Triplex,,,Max,Yes,No
09/05/2024,,7,7,Triplex,,,Max,Yes,No
